seqnames	start	end	width	strand	name	score	signalValue	pValue	qValue	peak	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr18	6210164	6210463	300	*	SRR1642051_peak_24783	117	6.61845	11.7222	8.79916	79	Intron (ENST00000400105.6/91133, intron 12 of 19)	18	6256747	6260934	4188	1	101927150	-46284	ENSG00000264707	L3MBTL4-AS1	L3MBTL4 antisense RNA 1
chr18	6375233	6375535	303	*	SRR1642051_peak_24789	61	3.95803	6.17368	3.84875	62	Promoter (<=1kb)	18	6374361	6374425	65	2	100422840	-808	ENSG00000283532	MIR4317	microRNA 4317
chr18	7879137	7879299	163	*	SRR1642051_peak_24804	84	5.65489	8.43633	5.85294	62	Intron (ENST00000332175.12/5797, intron 2 of 30)	18	7995570	7995785	216	1	124904381	-116271	ENSG00000199856	LOC124904381	small nucleolar RNA U3
chr18	8341351	8341665	315	*	SRR1642051_peak_24808	112	6.51183	11.2663	8.3757	130	Intron (ENST00000332175.12/5797, intron 20 of 30)	18	8360820	8367034	6215	2	100192426	25369	ENSG00000266149	LOC100192426	uncharacterized LOC100192426
chr18	8341955	8342109	155	*	SRR1642051_peak_24809	111	5.94287	11.1967	8.32872	62	Intron (ENST00000332175.12/5797, intron 20 of 30)	18	8360820	8367034	6215	2	100192426	24925	ENSG00000266149	LOC100192426	uncharacterized LOC100192426
chr18	11887431	11887641	211	*	SRR1642051_peak_24868	131	6.71491	13.183	10.0929	111	Intron (ENST00000588072.6/65258, intron 6 of 10)	18	11882622	11908366	25745	2	65258	20725	ENSG00000154889	MPPE1	metallophosphoesterase 1
chr18	13541808	13542135	328	*	SRR1642051_peak_24934	131	6.02285	13.1034	10.0306	74	Intron (ENST00000679177.1/753, intron 3 of 5)	18	13611114	13611200	87	1	100616130	-68979	ENSG00000263527	MIR4526	microRNA 4526
chr18	14920023	14920190	168	*	SRR1642051_peak_24937	158	8.54986	15.8699	12.5035	67	Distal Intergenic	18	14946267	14973739	27473	1	400644	-26077	ENSG00000266554	LINC01443	long intergenic non-protein coding RNA 1443
chr18	21550091	21550255	165	*	SRR1642051_peak_24947	84	5.07137	8.41215	5.83518	55	Intron (ENST00000269214.10/114799, intron 8 of 11)	18	21529284	21600884	71601	2	114799	50629	ENSG00000141446	ESCO1	establishment of sister chromatid cohesion N-acetyltransferase 1
chr18	22020549	22020734	186	*	SRR1642051_peak_24959	79	4.15523	7.99138	5.46481	33	Intron (ENST00000584898.1/102724208, intron 1 of 3)	18	21981121	22051159	70039	1	102724208	39428	NA	LINC01900	long intergenic non-protein coding RNA 1900
chr18	22424029	22424510	482	*	SRR1642051_peak_24981	142	7.12664	14.2058	11.0187	309	Distal Intergenic	18	22166898	22169878	2981	2	100128893	-254151	ENSG00000266010	GATA6-AS1	GATA6 antisense RNA 1 (head to head)
chr18	22429027	22429338	312	*	SRR1642051_peak_24984	102	5.68938	10.2513	7.46931	102	Distal Intergenic	18	22166898	22169878	2981	2	100128893	-259149	ENSG00000266010	GATA6-AS1	GATA6 antisense RNA 1 (head to head)
chr18	22638625	22638858	234	*	SRR1642051_peak_25001	109	6.65244	10.9955	8.14743	102	Distal Intergenic	18	22798261	23026488	228228	1	5932	-159403	ENSG00000101773	RBBP8	RB binding protein 8, endonuclease
chr18	22974442	22974674	233	*	SRR1642051_peak_25017	88	5.53764	8.83145	6.20862	63	Intron (ENST00000582354.5/5932, intron 7 of 9)	18	22933349	22933438	90	1	100616139	41093	ENSG00000284331	MIR4741	microRNA 4741
chr18	23358638	23358868	231	*	SRR1642051_peak_25031	61	3.80353	6.17368	3.84875	215	Intron (ENST00000581444.5/85019, intron 11 of 15)	18	23197755	23437961	240207	2	85019	79093	ENSG00000134490	TMEM241	transmembrane protein 241
chr18	23617994	23618240	247	*	SRR1642051_peak_25050	112	6.10138	11.2084	8.32872	231	Intron (ENST00000592179.6/147463, intron 7 of 9)	18	23506184	23586506	80323	2	4864	-31488	ENSG00000141458	NPC1	NPC intracellular cholesterol transporter 1
chr18	23719885	23720090	206	*	SRR1642051_peak_25052	339	13.1033	33.961	28.794	125	Intron (ENST00000313654.14/3909, intron 2 of 74)	18	23689453	23956222	266770	1	3909	30432	ENSG00000053747	LAMA3	laminin subunit alpha 3
chr18	28091716	28092292	577	*	SRR1642051_peak_25093	163	7.7494	16.3197	12.8922	270	Intron (ENST00000269141.8/1000, intron 2 of 15)	18	27932879	28177946	245068	2	1000	85654	ENSG00000170558	CDH2	cadherin 2
chr18	31556164	31556494	331	*	SRR1642051_peak_25131	187	9.84727	18.7417	15.0666	89	Promoter (<=1kb)	18	31542146	31556948	14803	2	100652770	454	ENSG00000264859	DSG2-AS1	DSG2 antisense RNA 1
chr18	32368059	32368388	330	*	SRR1642051_peak_25161	76	4.42154	7.66459	5.1668	141	Intron (ENST00000399218.8/64762, intron 2 of 5)	18	32470288	32745567	275280	1	112268208	-101900	ENSG00000285095	LOC112268208	uncharacterized LOC112268208
chr18	34928282	34928527	246	*	SRR1642051_peak_25180	177	8.78726	17.7317	14.1606	147	Exon (ENST00000701217.1/ENST00000701217.1, exon 1 of 3)	18	34892020	34903504	11485	2	105372061	-24778	NA	LOC105372061	uncharacterized LOC105372061
chr18	35030149	35030583	435	*	SRR1642051_peak_25187	98	6.15318	9.80407	7.08386	273	Intron (ENST00000591734.5/10982, intron 2 of 5)	18	34976928	35143470	166543	1	10982	53221	ENSG00000166974	MAPRE2	microtubule associated protein RP/EB family member 2
chr18	35172109	35172326	218	*	SRR1642051_peak_25192	69	5.44404	6.95302	4.53624	32	Distal Intergenic	18	35241030	35267133	26104	1	84307	-68704	ENSG00000186812	ZNF397	zinc finger protein 397
chr18	35480599	35480972	374	*	SRR1642051_peak_25207	135	6.5958	13.571	10.4444	214	Intron (ENST00000589258.1/122965328, intron 1 of 2)	18	35443869	35497940	54072	2	122965328	16968	NA	ZNF24TR	ZNF24 transcription regulator
chr18	44771454	44771705	252	*	SRR1642051_peak_25251	169	8.13158	16.9915	13.4984	137	Intron (ENST00000426838.8/26040, intron 2 of 3)	18	44680173	45068510	388338	1	26040	91281	ENSG00000152217	SETBP1	SET binding protein 1
chr18	44917583	44917891	309	*	SRR1642051_peak_25261	148	7.4831	14.8226	11.5627	141	Intron (ENST00000677068.1/26040, intron 3 of 5)	18	44970082	44970166	85	2	100422829	52275	ENSG00000265957	MIR4319	microRNA 4319
chr18	46343347	46343631	285	*	SRR1642051_peak_25280	103	6.63098	10.3114	7.52015	213	Intron (ENST00000593230.5/494470, intron 1 of 4)	18	46326809	46463140	136332	1	494470	16538	ENSG00000141622	ARK2C	arkadia (RNF111) C-terminal like ring finger ubiquitin ligase 2C
chr18	48151877	48152020	144	*	SRR1642051_peak_25297	92	5.60166	9.29508	6.63353	97	Intron (ENST00000590800.6/201501, intron 3 of 4)	18	48162039	48184725	22687	1	105372104	-10019	NA	ZBTB7C-AS1	ZBTB7C antisense RNA 1
chr18	48153282	48153650	369	*	SRR1642051_peak_25299	173	7.20256	17.3804	13.8418	163	Intron (ENST00000590800.6/201501, intron 3 of 4)	18	48162039	48184725	22687	1	105372104	-8389	NA	ZBTB7C-AS1	ZBTB7C antisense RNA 1
chr18	48576935	48577090	156	*	SRR1642051_peak_25315	112	6.30318	11.2014	8.32872	58	Intron (ENST00000256413.8/9811, intron 1 of 11)	18	48026672	48410752	384081	2	201501	-166183	ENSG00000184828	ZBTB7C	zinc finger and BTB domain containing 7C
chr18	48676592	48676924	333	*	SRR1642051_peak_25319	203	9.42855	20.3808	16.5156	171	Intron (ENST00000256413.8/9811, intron 6 of 11)	18	48026672	48410752	384081	2	201501	-265840	ENSG00000184828	ZBTB7C	zinc finger and BTB domain containing 7C
chr18	49625738	49625977	240	*	SRR1642051_peak_25359	79	4.03163	7.99138	5.46481	31	Distal Intergenic	18	49560699	49599185	38487	1	9388	65039	ENSG00000101670	LIPG	lipase G, endothelial type
chr18	49640191	49640404	214	*	SRR1642051_peak_25365	117	6.79818	11.729	8.80552	93	Distal Intergenic	18	49560699	49599185	38487	1	9388	79492	ENSG00000101670	LIPG	lipase G, endothelial type
chr18	49837378	49838026	649	*	SRR1642051_peak_25379	218	9.39115	21.8816	17.8717	434	Exon (ENST00000590532.2/4645, exon 1 of 7)	18	49814023	49851059	37037	1	103091864	23355	ENSG00000267322	SNHG22	small nucleolar RNA host gene 22
chr18	50154607	50154831	225	*	SRR1642051_peak_25386	131	6.71939	13.1909	10.0929	88	Intron (ENST00000285039.12/4645, intron 1 of 39)	18	50126499	50126563	65	2	100422865	-28044	ENSG00000283343	MIR4320	microRNA 4320
chr18	54766959	54767237	279	*	SRR1642051_peak_25415	112	5.64022	11.2354	8.35074	136	Intron (ENST00000586570.5/5874, intron 2 of 4)	18	54717860	54895516	177657	1	5874	49099	ENSG00000041353	RAB27B	RAB27B, member RAS oncogene family
chr18	57132113	57132407	295	*	SRR1642051_peak_25429	140	6.88266	14.0911	10.9119	92	Distal Intergenic	18	57147087	57150410	3324	1	284257	-14680	ENSG00000228075	BOD1L2	biorientation of chromosomes in cell division 1 like 2
chr18	57772712	57773006	295	*	SRR1642051_peak_25456	115	7.00272	11.5556	8.65207	74	Intron (ENST00000648908.2/5205, intron 1 of 27)	18	57646426	57803315	156890	2	5205	30309	ENSG00000081923	ATP8B1	ATPase phospholipid transporting 8B1
chr18	58400000	58400209	210	*	SRR1642051_peak_25501	84	4.73054	8.44714	5.85294	123	3' UTR	18	58445788	58453766	7979	1	112441433	-45579	ENSG00000267391	MIR122HG	MIR122 host gene
chr18	58438080	58438528	449	*	SRR1642051_peak_25521	155	7.13617	15.5454	12.1964	217	Distal Intergenic	18	58445788	58453766	7979	1	112441433	-7260	ENSG00000267391	MIR122HG	MIR122 host gene
chr18	58445879	58446091	213	*	SRR1642051_peak_25526	174	6.21282	17.4625	13.9098	99	Promoter (<=1kb)	18	58445788	58453766	7979	1	112441433	91	ENSG00000267391	MIR122HG	MIR122 host gene
chr18	58526547	58526867	321	*	SRR1642051_peak_25532	187	9.37989	18.7129	15.0393	85	Intron (ENST00000361673.4/115701, intron 6 of 12)	18	58557070	58566677	9608	1	105372145	-30203	ENSG00000267579	LOC105372145	uncharacterized LOC105372145
chr18	58570346	58570609	264	*	SRR1642051_peak_25538	113	6.73	11.355	8.46049	133	Intron (ENST00000361673.4/115701, intron 4 of 12)	18	58557070	58566677	9608	1	105372145	13276	ENSG00000267579	LOC105372145	uncharacterized LOC105372145
chr18	61733321	61733614	294	*	SRR1642051_peak_25558	171	8.65101	17.1359	13.633	81	Intron (ENST00000590199.5/124904314, intron 2 of 3)	18	61748082	61758464	10383	1	100996669	-14468	NA	LINC01544	long intergenic non-protein coding RNA 1544
chr18	70336219	70336371	153	*	SRR1642051_peak_25661	64	3.35969	6.46191	4.10871	92	Promoter (<=1kb)	18	70335439	70352459	17021	1	101927481	780	ENSG00000266258	LINC01909	long intergenic non-protein coding RNA 1909
chr18	70386840	70387104	265	*	SRR1642051_peak_25672	103	6.51528	10.3671	7.56942	103	Promoter (2-3kb)	18	70380140	70384591	4452	2	101060542	-2249	ENSG00000266278	LINC01910	long intergenic non-protein coding RNA 1910
chr18	70422711	70423048	338	*	SRR1642051_peak_25676	154	7.87709	15.4936	12.1491	238	Distal Intergenic	18	70380140	70384591	4452	2	101060542	-38120	ENSG00000266278	LINC01910	long intergenic non-protein coding RNA 1910
chr18	70429181	70429605	425	*	SRR1642051_peak_25678	133	7.23254	13.3989	10.2911	97	Distal Intergenic	18	70380140	70384591	4452	2	101060542	-44590	ENSG00000266278	LINC01910	long intergenic non-protein coding RNA 1910
chr18	74217014	74217315	302	*	SRR1642051_peak_25693	135	6.12105	13.5895	10.4539	165	Intron (ENST00000580403.1/ENST00000580403.1, intron 1 of 1)	18	74148523	74160531	12009	1	29090	68491	ENSG00000075336	TIMM21	translocase of inner mitochondrial membrane 21
chr18	74225499	74226235	737	*	SRR1642051_peak_25696	226	9.13815	22.6004	18.5113	140	Intron (ENST00000580403.1/ENST00000580403.1, intron 1 of 1)	18	74250846	74291973	41128	2	1528	65738	ENSG00000166347	CYB5A	cytochrome b5 type A
chr18	74226557	74227272	716	*	SRR1642051_peak_25697	126	6.40959	12.6426	9.61447	100	Intron (ENST00000580403.1/ENST00000580403.1, intron 1 of 1)	18	74250846	74291973	41128	2	1528	64701	ENSG00000166347	CYB5A	cytochrome b5 type A
chr18	74228144	74228565	422	*	SRR1642051_peak_25699	117	5.50304	11.7967	8.85468	188	Intron (ENST00000580403.1/ENST00000580403.1, intron 1 of 1)	18	74250846	74291973	41128	2	1528	63408	ENSG00000166347	CYB5A	cytochrome b5 type A
chr18	74231624	74231980	357	*	SRR1642051_peak_25703	168	6.36843	16.8738	13.3962	82	Intron (ENST00000580403.1/ENST00000580403.1, intron 1 of 1)	18	74250846	74291973	41128	2	1528	59993	ENSG00000166347	CYB5A	cytochrome b5 type A
chr18	74242460	74242657	198	*	SRR1642051_peak_25714	79	4.15523	7.99138	5.46481	78	Distal Intergenic	18	74250846	74291973	41128	2	1528	49316	ENSG00000166347	CYB5A	cytochrome b5 type A
chr18	74242716	74243576	861	*	SRR1642051_peak_25715	135	6.12105	13.5895	10.4539	312	Distal Intergenic	18	74250846	74291973	41128	2	1528	48397	ENSG00000166347	CYB5A	cytochrome b5 type A
chr18	79935171	79935633	463	*	SRR1642051_peak_25805	183	9.17366	18.3734	14.7406	149	Exon (ENST00000589000.5/80148, exon 1 of 5)	18	79902420	79951657	49238	2	80148	16024	ENSG00000122490	SLC66A2	solute carrier family 66 member 2
chr19	1374050	1374384	335	*	SRR1642051_peak_25926	93	5.379	9.37541	6.69577	93	Exon (ENST00000588888.2/84939, exon 1 of 2)	19	1383527	1395589	12063	1	374291	-9143	ENSG00000115286	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
chr19	1383667	1383815	149	*	SRR1642051_peak_25928	118	5.02044	11.8043	8.85548	81	Promoter (<=1kb)	19	1383527	1395589	12063	1	374291	140	ENSG00000115286	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7
chr19	1397127	1397272	146	*	SRR1642051_peak_25933	102	5.68938	10.2513	7.46931	118	3' UTR	19	1397026	1401570	4545	2	2593	4298	ENSG00000130005	GAMT	guanidinoacetate N-methyltransferase
chr19	1840142	1840391	250	*	SRR1642051_peak_25975	163	7.9554	16.3197	12.8922	121	Intron (ENST00000170168.9/57455, intron 1 of 15)	19	1815248	1848483	33236	2	57455	8092	ENSG00000079313	REXO1	RNA exonuclease 1 homolog
chr19	1871049	1871309	261	*	SRR1642051_peak_25984	107	5.96997	10.7336	7.90949	65	Distal Intergenic	19	1852399	1863579	11181	2	83855	-7470	ENSG00000129911	KLF16	KLF transcription factor 16
chr19	2171651	2171876	226	*	SRR1642051_peak_26033	97	5.40251	9.75043	7.04562	131	Intron (ENST00000686010.1/84444, intron 1 of 27)	19	2100988	2164468	63481	2	8943	-7183	ENSG00000065000	AP3D1	adaptor related protein complex 3 subunit delta 1
chr19	2247380	2247563	184	*	SRR1642051_peak_26039	131	6.92539	13.1909	10.0929	85	Promoter (1-2kb)	19	2249309	2252073	2765	1	268	-1746	ENSG00000104899	AMH	anti-Mullerian hormone
chr19	2490799	2490999	201	*	SRR1642051_peak_26061	54	3.64903	5.46828	3.23814	108	Distal Intergenic	19	2476127	2478259	2133	1	4616	14672	ENSG00000099860	GADD45B	growth arrest and DNA damage inducible beta
chr19	2525442	2525642	201	*	SRR1642051_peak_26067	92	5.60166	9.29508	6.63353	133	Intron (ENST00000382159.8/2788, intron 3 of 4)	19	2476127	2478259	2133	1	4616	49315	ENSG00000099860	GADD45B	growth arrest and DNA damage inducible beta
chr19	2577222	2577571	350	*	SRR1642051_peak_26075	251	10.7255	25.1258	20.7857	125	Intron (ENST00000382159.8/2788, intron 2 of 4)	19	2630715	2630793	79	1	102465838	-53144	ENSG00000277904	MIR7850	microRNA 7850
chr19	2791087	2791288	202	*	SRR1642051_peak_26096	145	6.27555	14.5125	11.2806	101	Intron (ENST00000307741.11/7064, intron 2 of 12)	19	2785503	2815807	30305	1	7064	5584	ENSG00000172009	THOP1	thimet oligopeptidase 1
chr19	3708090	3708259	170	*	SRR1642051_peak_26189	102	5.68938	10.2513	7.46931	117	Promoter (<=1kb)	19	3708362	3750813	42452	1	27134	-103	ENSG00000105289	TJP3	tight junction protein 3
chr19	4053584	4053771	188	*	SRR1642051_peak_26206	77	5.23583	7.77625	5.273	51	Intron (ENST00000322357.9/51341, intron 2 of 2)	19	4043303	4066899	23597	2	51341	13128	ENSG00000178951	ZBTB7A	zinc finger and BTB domain containing 7A
chr19	4373728	4374698	971	*	SRR1642051_peak_26238	140	6.67773	14.0373	10.8694	634	Intron (ENST00000269886.7/6455, intron 1 of 9)	19	4360370	4400547	40178	2	6455	25849	ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
chr19	4391042	4392401	1360	*	SRR1642051_peak_26245	217	9.79164	21.7999	17.8126	384	Intron (ENST00000269886.7/6455, intron 1 of 9)	19	4360370	4400547	40178	2	6455	8146	ENSG00000141985	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2
chr19	4709463	4709752	290	*	SRR1642051_peak_26284	169	7.14358	16.9106	13.4305	136	Intron (ENST00000646573.2/91039, intron 2 of 20)	19	4674341	4724673	50333	2	91039	14921	ENSG00000142002	DPP9	dipeptidyl peptidase 9
chr19	4712649	4713596	948	*	SRR1642051_peak_26288	150	7.07062	15.0954	11.8128	700	Intron (ENST00000646573.2/91039, intron 2 of 20)	19	4674341	4724673	50333	2	91039	11077	ENSG00000142002	DPP9	dipeptidyl peptidase 9
chr19	4715355	4715895	541	*	SRR1642051_peak_26290	214	8.12957	21.4139	17.4555	131	5' UTR	19	4674341	4724673	50333	2	91039	8778	ENSG00000142002	DPP9	dipeptidyl peptidase 9
chr19	5076364	5076536	173	*	SRR1642051_peak_26314	81	4.41489	8.13518	5.59637	86	Exon (ENST00000624683.1/ENST00000624683.1, exon 1 of 1)	19	4969113	5153598	184486	1	23030	107251	ENSG00000127663	KDM4B	lysine demethylase 4B
chr19	5881200	5881350	151	*	SRR1642051_peak_26336	74	5.14658	7.43456	4.97495	94	Intron (ENST00000592091.5/2527, intron 3 of 4)	19	5865826	5903787	37962	2	2527	22437	ENSG00000130383	FUT5	fucosyltransferase 5
chr19	5954205	5954354	150	*	SRR1642051_peak_26340	75	4.86213	7.52777	5.05997	105	Intron (ENST00000439268.6/8498, intron 2 of 16)	19	5916139	5978142	62004	2	8498	23788	ENSG00000031823	RANBP3	RAN binding protein 3
chr19	6057832	6057974	143	*	SRR1642051_peak_26347	73	5.296	7.30548	4.86275	80	Intron (ENST00000303657.10/5990, intron 1 of 17)	19	6135247	6193094	57848	1	81616	-77273	ENSG00000130377	ACSBG2	acyl-CoA synthetase bubblegum family member 2
chr19	6269829	6270200	372	*	SRR1642051_peak_26356	315	11.8044	31.5815	26.6049	260	Intron (ENST00000252674.9/4298, intron 2 of 11)	19	6210381	6279975	69595	2	4298	9775	ENSG00000130382	MLLT1	MLLT1 super elongation complex subunit
chr19	7211838	7212112	275	*	SRR1642051_peak_26406	121	6.51339	12.1886	9.20461	158	Intron (ENST00000341500.9/3643, intron 2 of 20)	19	7112255	7294414	182160	2	3643	82302	ENSG00000171105	INSR	insulin receptor
chr19	7979597	7979769	173	*	SRR1642051_peak_26454	88	5.32148	8.83145	6.20862	100	Intron (ENST00000407627.7/1994, intron 3 of 5)	19	7958573	8005659	47087	2	1994	25890	ENSG00000066044	ELAVL1	ELAV like RNA binding protein 1
chr19	7987372	7987535	164	*	SRR1642051_peak_26456	103	6.51528	10.3671	7.56942	55	Intron (ENST00000407627.7/1994, intron 2 of 5)	19	7958573	8005659	47087	2	1994	18124	ENSG00000066044	ELAVL1	ELAV like RNA binding protein 1
chr19	7988464	7988641	178	*	SRR1642051_peak_26457	101	6.54593	10.1799	7.4283	69	Intron (ENST00000407627.7/1994, intron 2 of 5)	19	7958573	8005659	47087	2	1994	17018	ENSG00000066044	ELAVL1	ELAV like RNA binding protein 1
chr19	8638608	8638813	206	*	SRR1642051_peak_26520	187	6.62725	18.7537	15.0712	107	5' UTR	19	8630633	8681151	50519	1	105372267	7975	ENSG00000268480	NFILZ	NFIL3 like basic leucine zipper
chr19	8639102	8639497	396	*	SRR1642051_peak_26521	97	4.1837	9.79599	7.07935	42	Intron (ENST00000691075.1/105372267, intron 3 of 5)	19	8630633	8681151	50519	1	105372267	8469	ENSG00000268480	NFILZ	NFIL3 like basic leucine zipper
chr19	8639629	8640295	667	*	SRR1642051_peak_26522	88	3.85089	8.87152	6.2476	559	Intron (ENST00000691075.1/105372267, intron 3 of 5)	19	8630633	8681151	50519	1	105372267	8996	ENSG00000268480	NFILZ	NFIL3 like basic leucine zipper
chr19	10749434	10749938	505	*	SRR1642051_peak_26594	126	5.26764	12.6201	9.60352	50	Intron (ENST00000682524.1/1785, intron 1 of 7)	19	10780254	10780335	82	1	100616425	-30316	ENSG00000265879	MIR4748	microRNA 4748
chr19	11236210	11236711	502	*	SRR1642051_peak_26635	238	9.8216	23.8772	19.6605	371	Promoter (<=1kb)	19	11237502	11241943	4442	1	55908	-791	ENSG00000130173	ANGPTL8	angiopoietin like 8
chr19	11238165	11238640	476	*	SRR1642051_peak_26637	152	7.13266	15.2091	11.9165	381	Promoter (<=1kb)	19	11237502	11241943	4442	1	55908	663	ENSG00000130173	ANGPTL8	angiopoietin like 8
chr19	13001598	13001957	360	*	SRR1642051_peak_26758	156	7.39211	15.6807	12.3205	120	Intron (ENST00000592199.6/4784, intron 1 of 10)	19	12995475	13098796	103322	1	4784	6123	ENSG00000008441	NFIX	nuclear factor I X
chr19	13083034	13083329	296	*	SRR1642051_peak_26762	126	5.96655	12.6839	9.63789	107	Intron (ENST00000592199.6/4784, intron 8 of 10)	19	13099033	13103161	4129	2	4066	19832	ENSG00000104903	LYL1	LYL1 basic helix-loop-helix family member
chr19	15540855	15541002	148	*	SRR1642051_peak_26872	114	6.7696	11.4183	8.51902	40	Intron (ENST00000269703.8/126410, intron 8 of 13)	19	15508525	15552317	43793	1	126410	32330	ENSG00000171954	CYP4F22	cytochrome P450 family 4 subfamily F member 22
chr19	17112424	17112703	280	*	SRR1642051_peak_26935	102	5.68938	10.2513	7.46931	192	Intron (ENST00000682292.1/4650, intron 2 of 39)	19	17075777	17214537	138761	1	4650	36647	ENSG00000099331	MYO9B	myosin IXB
chr19	18282165	18282788	624	*	SRR1642051_peak_27033	90	4.0807	9.09299	6.45069	144	Promoter (<=1kb)	19	18282077	18282161	85	1	100422833	88	ENSG00000267959	MIR3188	microRNA 3188
chr19	18301412	18301639	228	*	SRR1642051_peak_27037	144	7.69003	14.471	11.2595	99	Distal Intergenic	19	18282077	18282161	85	1	100422833	19335	ENSG00000267959	MIR3188	microRNA 3188
chr19	18506825	18506975	151	*	SRR1642051_peak_27065	92	5.60166	9.29508	6.63353	77	Intron (ENST00000262809.9/8178, intron 1 of 11)	19	18442663	18522116	79454	2	8178	15141	ENSG00000105656	ELL	elongation factor for RNA polymerase II
chr19	19096338	19096730	393	*	SRR1642051_peak_27103	196	8.98541	19.6141	15.8345	116	Intron (ENST00000318596.8/284439, intron 2 of 7)	19	19063994	19113030	49037	1	284439	32344	ENSG00000181035	SLC25A42	solute carrier family 25 member 42
chr19	32870246	32870657	412	*	SRR1642051_peak_27188	160	6.13285	16.0393	12.6432	107	Promoter (<=1kb)	19	32830509	32869767	39259	2	11136	-479	ENSG00000021488	SLC7A9	solute carrier family 7 member 9
chr19	33054949	33055091	143	*	SRR1642051_peak_27197	69	4.11253	6.9063	4.49549	37	Intron (ENST00000254260.8/85415, intron 1 of 14)	19	32978592	33064888	86297	2	85415	9797	ENSG00000131941	RHPN2	rhophilin Rho GTPase binding protein 2
chr19	33276336	33277079	744	*	SRR1642051_peak_27215	187	6.62725	18.7537	15.0712	136	Distal Intergenic	19	33299934	33302534	2601	2	1050	25455	ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha
chr19	33393610	33394434	825	*	SRR1642051_peak_27251	135	6.25456	13.5565	10.4365	757	Intron (ENST00000244137.12/5184, intron 12 of 14)	19	33373685	33382686	9002	1	1054	19925	ENSG00000153879	CEBPG	CCAAT enhancer binding protein gamma
chr19	33804659	33804939	281	*	SRR1642051_peak_27270	140	6.50481	14.0373	10.8694	199	Intron (ENST00000587658.5/79047, intron 4 of 4)	19	33795933	33815763	19831	1	79047	8726	ENSG00000153885	KCTD15	potassium channel tetramerization domain containing 15
chr19	34317889	34318035	147	*	SRR1642051_peak_27284	81	5.4724	8.14885	5.60754	56	Intron (ENST00000588470.5/9710, intron 3 of 3)	19	34396315	34426168	29854	1	84306	-78280	ENSG00000126249	PDCD2L	programmed cell death 2 like
chr19	34665578	34665720	143	*	SRR1642051_peak_27291	97	5.62357	9.79367	7.07934	57	Intron (ENST00000601241.6/284402, intron 1 of 3)	19	34590644	34677159	86516	2	284402	11439	ENSG00000205209	SCGB2B2	secretoglobin family 2B member 2
chr19	35196165	35197001	837	*	SRR1642051_peak_27327	199	10.3481	19.9062	16.0999	763	Distal Intergenic	19	35224800	35228739	3940	2	148109	31738	ENSG00000177558	FAM187B	family with sequence similarity 187 member B
chr19	35999148	35999324	177	*	SRR1642051_peak_27361	116	6.21309	11.6706	8.75741	108	Distal Intergenic	19	35995188	35996312	1125	1	644096	3960	ENSG00000205138	SDHAF1	succinate dehydrogenase complex assembly factor 1
chr19	38695556	38695762	207	*	SRR1642051_peak_27465	175	9.12643	17.5671	14.0121	89	Intron (ENST00000588618.5/81, intron 1 of 11)	19	38587641	38618882	31242	2	11184	-76674	ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
chr19	38712402	38712576	175	*	SRR1642051_peak_27470	67	4.84454	6.78386	4.38806	107	Intron (ENST00000588618.5/81, intron 8 of 11)	19	38587641	38618882	31242	2	11184	-93520	ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
chr19	38713533	38713743	211	*	SRR1642051_peak_27471	108	6.39337	10.8142	7.98406	89	Intron (ENST00000588618.5/81, intron 8 of 11)	19	38587641	38618882	31242	2	11184	-94651	ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
chr19	38819654	38819867	214	*	SRR1642051_peak_27490	120	7.19289	12.0923	9.12905	98	Intron (ENST00000221418.9/1891, intron 3 of 9)	19	38587641	38618882	31242	2	11184	-200772	ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
chr19	39372691	39372973	283	*	SRR1642051_peak_27527	151	7.8345	15.101	11.8148	101	Intron (ENST00000610417.5/55095, intron 4 of 13)	19	39385629	39391154	5526	2	54623	18181	ENSG00000006712	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component
chr19	41431846	41432007	162	*	SRR1642051_peak_27647	98	5.33493	9.85898	7.13286	70	3' UTR	19	41425359	41428730	3372	2	374907	-3116	ENSG00000177191	B3GNT8	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8
chr19	42433560	42433702	143	*	SRR1642051_peak_27680	104	5.22232	10.4378	7.63596	95	Intron (ENST00000685574.2/100996307, intron 1 of 3)	19	42401514	42427388	25875	2	3991	-6172	ENSG00000079435	LIPE	lipase E, hormone sensitive type
chr19	43178858	43179142	285	*	SRR1642051_peak_27690	98	6.15318	9.80407	7.08386	133	Exon (ENST00000599812.5/5673, exon 3 of 7)	19	43166256	43186536	20281	2	5673	7394	ENSG00000204941	PSG5	pregnancy specific beta-1-glycoprotein 5
